Customer_ID,Age,Gender,Location,Annual_Income,Browsing_Time_per_Week_Hours,Purchase_Frequency_Per_Month,Impact_of_Dynamic_Pricing_on_Purchase,Perception_of_Amazon_Revenue_Growth_due_to_Dynamic_Pricing,Perception_of_Competition_in_Amazon_Marketplace,Likely_to_Recommend_Amazon_Based_on_Pricing
2907,68,Male,North America,25277,22.18,15,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
2908,44,Male,North America,129750,4.88,3,No Impact,Moderate Growth,Increased Competition,Likely
2909,49,Other,Australia,73546,12.78,3,High Impact,Negative Impact,Increased Competition,Likely
2910,59,Male,Europe,100860,24.0,1,High Impact,Moderate Growth,No Change,Unlikely
2911,54,Female,Asia,160526,7.35,14,Moderate Impact,Negative Impact,Decreased Competition,Likely
2912,32,Female,Europe,62779,14.96,4,Low Impact,Negative Impact,Increased Competition,Highly Likely
2913,31,Male,South America,25856,6.43,18,No Impact,Negative Impact,Increased Competition,Highly Unlikely
2914,40,Other,South America,184543,28.67,0,No Impact,Significant Growth,Decreased Competition,Highly Unlikely
2915,40,Other,Asia,140155,17.24,19,No Impact,Moderate Growth,Decreased Competition,Unlikely
2916,68,Male,Asia,65130,9.32,9,Low Impact,Moderate Growth,Increased Competition,Unlikely
2917,37,Male,Asia,196643,2.85,13,High Impact,No Growth,No Change,Highly Likely
2918,28,Other,South America,43317,1.61,12,Low Impact,No Growth,Increased Competition,Highly Unlikely
2919,68,Female,Australia,46526,29.48,16,High Impact,Moderate Growth,No Change,Highly Unlikely
2920,57,Other,South America,75691,11.84,15,Moderate Impact,Negative Impact,Increased Competition,Likely
2921,56,Male,South America,104642,7.26,10,High Impact,Significant Growth,Increased Competition,Highly Unlikely
2922,39,Female,South America,144752,29.87,15,Low Impact,Significant Growth,Increased Competition,Highly Likely
2923,46,Female,Asia,41246,2.25,17,No Impact,No Growth,No Change,Highly Unlikely
2924,38,Male,North America,56104,22.22,19,Low Impact,No Growth,Decreased Competition,Unlikely
2925,44,Female,Australia,115349,25.95,2,High Impact,Moderate Growth,Decreased Competition,Highly Unlikely
2926,31,Other,Australia,115268,17.9,4,No Impact,Moderate Growth,No Change,Highly Likely
2927,45,Female,Asia,73673,18.3,2,No Impact,Significant Growth,Decreased Competition,Highly Unlikely
2928,50,Other,Australia,69494,16.18,15,Low Impact,Moderate Growth,Increased Competition,Highly Likely
2929,51,Female,Asia,91365,9.89,1,Moderate Impact,Moderate Growth,Decreased Competition,Highly Likely
2930,25,Female,South America,118058,24.71,7,High Impact,No Growth,Increased Competition,Unlikely
2931,22,Male,Asia,190650,22.73,5,No Impact,Moderate Growth,Decreased Competition,Highly Unlikely
2932,53,Female,North America,131851,15.76,7,Low Impact,Significant Growth,No Change,Highly Unlikely
2933,34,Other,Europe,118196,19.61,15,No Impact,Moderate Growth,Decreased Competition,Highly Likely
2934,24,Other,South America,143602,21.96,16,Moderate Impact,Significant Growth,Increased Competition,Unlikely
2935,38,Other,South America,196976,17.9,10,High Impact,No Growth,No Change,Highly Unlikely
2936,67,Other,Australia,40076,17.77,19,Moderate Impact,Significant Growth,Increased Competition,Unlikely
2937,31,Other,Asia,79815,13.83,18,Low Impact,Negative Impact,Decreased Competition,Highly Likely
2938,51,Male,Australia,54082,26.29,17,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
2939,56,Other,South America,48309,8.91,6,No Impact,Negative Impact,No Change,Likely
2940,60,Female,South America,66997,25.4,9,High Impact,Significant Growth,Increased Competition,Likely
2941,47,Female,South America,45589,14.57,10,High Impact,Negative Impact,Increased Competition,Unlikely
2942,62,Male,South America,81113,17.98,13,No Impact,Moderate Growth,Decreased Competition,Unlikely
2943,65,Other,South America,88988,3.71,3,Moderate Impact,Negative Impact,Increased Competition,Unlikely
2944,21,Male,Asia,159673,9.07,4,Low Impact,Negative Impact,Increased Competition,Highly Likely
2945,50,Other,Asia,81635,5.25,9,Moderate Impact,Moderate Growth,No Change,Highly Unlikely
2946,60,Male,Asia,121714,1.49,7,High Impact,No Growth,No Change,Likely
2947,38,Other,North America,55773,11.28,7,High Impact,Moderate Growth,Decreased Competition,Likely
2948,49,Female,South America,125629,5.46,10,Low Impact,Significant Growth,No Change,Highly Likely
2949,41,Male,North America,49681,3.28,18,High Impact,Moderate Growth,Decreased Competition,Highly Unlikely
2950,47,Female,South America,113242,21.14,10,Moderate Impact,Significant Growth,Decreased Competition,Likely
2951,35,Other,South America,132691,10.98,1,Moderate Impact,Negative Impact,Increased Competition,Unlikely
2952,40,Female,Asia,72434,19.27,8,High Impact,Significant Growth,No Change,Highly Unlikely
2953,61,Male,Asia,180592,16.61,3,High Impact,Significant Growth,Decreased Competition,Highly Likely
2954,40,Male,Europe,49883,19.08,14,No Impact,Negative Impact,Decreased Competition,Unlikely
2955,23,Other,Europe,113827,2.02,3,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
2956,63,Male,South America,155443,22.67,4,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
2957,58,Female,Europe,157963,12.79,3,No Impact,Significant Growth,No Change,Highly Likely
2958,50,Other,Australia,180545,13.29,16,Moderate Impact,Negative Impact,Decreased Competition,Unlikely
2959,58,Female,Australia,90982,24.83,11,No Impact,Negative Impact,Increased Competition,Unlikely
2960,62,Other,Asia,162973,29.89,11,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
2961,36,Female,Australia,95205,8.08,12,High Impact,Significant Growth,Increased Competition,Likely
2962,68,Other,Asia,136289,2.52,1,High Impact,No Growth,No Change,Highly Unlikely
2963,55,Male,South America,131101,17.17,9,No Impact,Negative Impact,No Change,Likely
2964,29,Other,Australia,104817,11.87,9,No Impact,Negative Impact,No Change,Unlikely
2965,39,Other,Asia,190538,1.77,5,High Impact,Significant Growth,Decreased Competition,Highly Likely
2966,51,Female,Europe,159687,25.48,18,High Impact,Moderate Growth,Increased Competition,Highly Likely
2967,49,Other,Australia,127575,6.35,16,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
2968,49,Female,South America,48264,21.32,15,Low Impact,Moderate Growth,Decreased Competition,Highly Unlikely
2969,33,Male,Asia,100864,16.36,3,Moderate Impact,No Growth,Increased Competition,Likely
2970,67,Male,North America,192439,13.55,14,No Impact,Significant Growth,Increased Competition,Likely
2971,67,Female,Asia,147816,10.98,9,Low Impact,Negative Impact,Decreased Competition,Highly Likely
2972,30,Other,South America,184914,14.79,6,Low Impact,Significant Growth,Increased Competition,Highly Likely
2973,21,Other,Asia,108739,29.14,18,Moderate Impact,Negative Impact,No Change,Highly Likely
2974,22,Other,Australia,187921,1.93,3,Moderate Impact,Moderate Growth,Increased Competition,Highly Likely
2975,31,Female,Europe,165492,7.01,11,High Impact,Negative Impact,No Change,Likely
2976,23,Male,North America,146722,12.23,6,Moderate Impact,Negative Impact,No Change,Likely
2977,28,Other,Asia,29526,22.47,13,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
2978,32,Female,South America,70175,21.46,12,Low Impact,Negative Impact,Decreased Competition,Unlikely
2979,35,Female,Australia,84863,28.05,10,Low Impact,Moderate Growth,No Change,Highly Likely
2980,28,Male,Australia,31748,19.87,5,No Impact,Negative Impact,Decreased Competition,Unlikely
2981,54,Other,Asia,188151,14.89,3,Low Impact,Significant Growth,Decreased Competition,Unlikely
2982,32,Female,South America,155927,9.21,5,No Impact,Negative Impact,Increased Competition,Highly Likely
2983,32,Other,North America,161631,13.27,13,Low Impact,Significant Growth,Increased Competition,Unlikely
2984,69,Other,Asia,62370,23.65,7,Low Impact,No Growth,Decreased Competition,Unlikely
2985,36,Other,Australia,95387,10.37,15,High Impact,Negative Impact,Increased Competition,Unlikely
2986,65,Other,Asia,52557,7.47,13,High Impact,Significant Growth,Increased Competition,Likely
2987,51,Other,North America,30792,10.47,16,Moderate Impact,Negative Impact,Increased Competition,Likely
2988,47,Female,North America,27179,19.22,4,High Impact,Significant Growth,Increased Competition,Highly Unlikely
2989,55,Other,Asia,78730,25.82,4,Low Impact,Moderate Growth,No Change,Unlikely
2990,39,Other,Europe,128817,21.44,8,No Impact,Significant Growth,Increased Competition,Highly Likely
2991,39,Female,North America,152647,3.8,9,High Impact,No Growth,Decreased Competition,Unlikely
2992,44,Female,Australia,75281,10.51,10,No Impact,Negative Impact,No Change,Likely
2993,61,Female,Australia,36441,19.57,10,Moderate Impact,No Growth,No Change,Highly Likely
2994,19,Female,Australia,62116,14.24,13,High Impact,Negative Impact,Decreased Competition,Highly Unlikely
2995,54,Other,Australia,85406,11.62,1,Moderate Impact,Negative Impact,Increased Competition,Likely
2996,23,Male,North America,43047,13.78,2,High Impact,Significant Growth,Increased Competition,Highly Unlikely
2997,66,Female,North America,196918,17.23,13,Moderate Impact,Moderate Growth,Increased Competition,Highly Unlikely
2998,41,Male,Australia,117873,19.16,18,Low Impact,No Growth,Decreased Competition,Highly Unlikely
2999,31,Other,South America,117200,12.8,11,Low Impact,No Growth,Increased Competition,Highly Unlikely
3000,26,Other,Asia,106303,25.44,15,Moderate Impact,Negative Impact,Increased Competition,Unlikely
3001,41,Other,North America,112458,3.47,12,No Impact,Negative Impact,Increased Competition,Highly Unlikely
3002,35,Female,Europe,82902,19.46,15,Low Impact,Moderate Growth,Increased Competition,Highly Unlikely
3003,23,Male,South America,181311,21.94,16,No Impact,Moderate Growth,Increased Competition,Highly Likely
3004,28,Male,North America,123600,25.66,4,Low Impact,No Growth,Decreased Competition,Likely
3005,58,Male,Australia,63932,9.49,15,Low Impact,Significant Growth,Decreased Competition,Highly Likely
3006,25,Male,South America,152022,9.93,14,No Impact,Significant Growth,Decreased Competition,Likely
3007,57,Other,Australia,35126,13.84,4,No Impact,No Growth,No Change,Highly Unlikely
3008,19,Female,South America,58806,16.02,19,No Impact,No Growth,No Change,Unlikely
3009,35,Female,Asia,180223,3.93,6,Moderate Impact,Significant Growth,No Change,Highly Likely
3010,59,Female,Australia,189144,21.74,9,Low Impact,Negative Impact,Decreased Competition,Likely
3011,31,Other,North America,78575,15.92,8,Moderate Impact,Moderate Growth,Increased Competition,Unlikely
3012,30,Male,Australia,89188,25.47,17,Low Impact,Significant Growth,Decreased Competition,Likely
3013,58,Other,Australia,28197,18.18,10,Moderate Impact,No Growth,Increased Competition,Highly Unlikely
3014,64,Other,Australia,33173,8.45,4,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3015,60,Other,North America,133925,27.33,17,No Impact,Negative Impact,Increased Competition,Likely
3016,23,Male,North America,35111,6.48,5,High Impact,Negative Impact,Decreased Competition,Highly Likely
3017,59,Male,South America,66129,4.12,9,No Impact,Significant Growth,No Change,Highly Unlikely
3018,61,Male,Asia,149092,26.67,15,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
3019,19,Male,South America,138955,6.56,16,Moderate Impact,Significant Growth,Decreased Competition,Unlikely
3020,62,Other,South America,73819,24.5,12,Moderate Impact,No Growth,Decreased Competition,Highly Likely
3021,54,Male,South America,51771,24.4,1,Low Impact,Moderate Growth,Decreased Competition,Highly Unlikely
3022,52,Male,Europe,176096,11.21,7,Moderate Impact,Negative Impact,No Change,Highly Unlikely
3023,57,Male,Asia,155439,3.92,8,High Impact,Moderate Growth,No Change,Likely
3024,42,Other,Europe,135498,25.65,11,Moderate Impact,Moderate Growth,Decreased Competition,Likely
3025,37,Other,South America,194545,23.15,7,Moderate Impact,No Growth,No Change,Unlikely
3026,52,Other,Asia,49164,6.62,4,Moderate Impact,Negative Impact,Increased Competition,Highly Likely
3027,37,Female,Europe,69008,18.15,13,Low Impact,Negative Impact,No Change,Highly Likely
3028,43,Male,North America,169649,10.95,9,Low Impact,Significant Growth,Increased Competition,Likely
3029,68,Female,Europe,104529,13.79,1,Moderate Impact,No Growth,Decreased Competition,Highly Likely
3030,37,Female,Europe,186166,9.34,2,No Impact,Moderate Growth,Increased Competition,Highly Likely
3031,59,Male,South America,182963,21.3,2,Moderate Impact,Significant Growth,Increased Competition,Likely
3032,49,Other,Australia,47332,21.96,10,Low Impact,Significant Growth,No Change,Likely
3033,46,Other,Europe,106839,21.7,12,High Impact,Negative Impact,Increased Competition,Highly Likely
3034,20,Male,Australia,118136,28.4,13,Low Impact,Moderate Growth,Increased Competition,Likely
3035,24,Other,South America,140539,27.08,15,High Impact,Significant Growth,Increased Competition,Highly Unlikely
3036,32,Other,North America,108391,11.85,1,No Impact,No Growth,Decreased Competition,Highly Unlikely
3037,42,Male,North America,109978,13.15,16,Moderate Impact,Moderate Growth,No Change,Highly Likely
3038,18,Male,South America,117407,12.39,0,High Impact,Significant Growth,Decreased Competition,Likely
3039,32,Other,Asia,113858,19.06,10,Low Impact,Moderate Growth,Decreased Competition,Highly Unlikely
3040,32,Male,South America,194138,2.2,14,No Impact,Significant Growth,Increased Competition,Unlikely
3041,58,Other,South America,100515,12.28,12,No Impact,No Growth,Decreased Competition,Highly Unlikely
3042,49,Female,Europe,179692,12.26,13,Low Impact,Moderate Growth,Decreased Competition,Highly Likely
3043,55,Male,Europe,181239,8.92,18,No Impact,Negative Impact,No Change,Unlikely
3044,65,Male,Europe,28280,27.22,2,Moderate Impact,Negative Impact,Decreased Competition,Likely
3045,23,Male,South America,125960,18.54,14,Low Impact,Negative Impact,Increased Competition,Unlikely
3046,44,Female,North America,106553,11.48,18,No Impact,Moderate Growth,Increased Competition,Likely
3047,56,Other,Asia,38678,17.68,15,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3048,20,Other,Asia,135591,17.85,4,Low Impact,No Growth,No Change,Likely
3049,52,Other,Asia,138252,13.74,6,No Impact,Moderate Growth,Decreased Competition,Highly Likely
3050,56,Other,Asia,41415,7.33,4,High Impact,Significant Growth,Increased Competition,Likely
3051,59,Male,North America,169893,5.69,7,Moderate Impact,Negative Impact,Decreased Competition,Highly Likely
3052,36,Female,Asia,137456,10.54,17,Moderate Impact,No Growth,Increased Competition,Likely
3053,67,Female,South America,145973,7.93,6,High Impact,Negative Impact,Increased Competition,Unlikely
3054,47,Male,Asia,96313,26.05,0,Moderate Impact,Moderate Growth,Decreased Competition,Unlikely
3055,27,Other,South America,199421,14.32,18,Moderate Impact,Significant Growth,Decreased Competition,Highly Unlikely
3056,53,Male,Australia,68387,24.15,8,High Impact,No Growth,Increased Competition,Highly Unlikely
3057,44,Female,Europe,34881,27.07,9,Moderate Impact,Negative Impact,No Change,Likely
3058,27,Female,Europe,94934,14.72,18,Moderate Impact,Negative Impact,Decreased Competition,Highly Unlikely
3059,24,Female,South America,120101,19.93,6,Moderate Impact,Significant Growth,Increased Competition,Highly Likely
3060,35,Male,Australia,178671,17.38,10,Low Impact,Moderate Growth,No Change,Highly Unlikely
3061,56,Female,Asia,52522,12.22,5,Moderate Impact,No Growth,Decreased Competition,Unlikely
3062,34,Other,Australia,165850,23.88,1,High Impact,Negative Impact,Increased Competition,Highly Likely
3063,69,Other,Asia,199735,29.9,5,Low Impact,No Growth,No Change,Likely
3064,33,Male,Asia,175102,10.81,7,High Impact,No Growth,No Change,Likely
3065,19,Male,South America,140711,15.83,18,Moderate Impact,Significant Growth,Increased Competition,Highly Unlikely
3066,62,Female,North America,179966,7.7,15,Low Impact,No Growth,Decreased Competition,Likely
3067,56,Other,South America,161818,19.16,18,High Impact,Significant Growth,No Change,Highly Likely
3068,37,Other,Europe,100053,20.26,9,Moderate Impact,Significant Growth,Decreased Competition,Likely
3069,22,Other,Asia,35301,21.9,17,Low Impact,Moderate Growth,Increased Competition,Unlikely
3070,39,Other,Asia,37062,4.49,1,High Impact,Negative Impact,Decreased Competition,Likely
3071,31,Other,South America,38245,28.57,2,High Impact,Significant Growth,No Change,Highly Unlikely
3072,68,Female,Australia,52051,2.87,17,High Impact,Negative Impact,Decreased Competition,Highly Likely
3073,62,Female,North America,162213,5.53,4,No Impact,No Growth,No Change,Highly Unlikely
3074,63,Female,Europe,63543,27.8,12,No Impact,Negative Impact,Decreased Competition,Highly Unlikely
